paper_type,revenue,returned_at,review,shipping_address,shipping_latitude,shipping_longitude,shipping_mode,order_id,purchased_at,status,cancelled_at,product_id,product_name,price,discount,shipping_cost,quantity,business_size,payment_cycle,account_id,account_name,order_contact_name,order_contact_email,account_manager,days_to_close,shipping_city,shipping_state,shipping_zip,shipping_region,days_to_ship,reviewed_at,rating,index,Sentimental Analysis
Multipurpose,306510,,The sales person helped us figure out exactly what we needed. Great service!,4963 Forster Way,43.575359,-85.748757,EXPRESS,01d6d2a8-1b6e-4a0c-b0aa-7e58f767aece,16-01-2021 02:54,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,170,515,BIWEEK,60906229fc13ae0a6b0000a0,"Rath, Little and Kunze",Lucky Dog,lucky@rath.com,Angela Martin,142,Bernardoport,IN,49384,Midwest,1,28-01-2021 02:40,4,3,Negative
Multipurpose,5939.1,,The sales person helped us figure out exactly what we needed. Great service!,8128 Raven Terrace,47.093135,-94.468008,REGULAR,11db2248-1fea-4ad8-87d5-e404f933652e,30-10-2021 16:57,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,13.86,,90,231,BIWEEK,60906229fc13ae0a6b0002ba,Hilpert-Conn,Rocco Hippo,rocco@hilpert-conn.com,Phyllis Vance,19,Buckridgeside,TX,56484,South,6,16-11-2021 01:21,4,10,Negative
Multipurpose,288480,,The sales person helped us figure out exactly what we needed. Great service!,7 Rigney Pass,42.036032,-78.664372,EXPRESS,4f2bb0cf-5067-403c-80ca-4922d47ee463,19-06-2021 11:52,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,160,365,BIWEEK,60906229fc13ae0a6b000316,"Feest, Mosciski and Kshlerin",Sprocket Ostrich,sprocket@feest.com,Ryan Howard,90,North Deondreland,AZ,14753,West,6,07-07-2021 06:21,4,12,Negative
Multipurpose,253009.9,,The sales person helped us figure out exactly what we needed. Great service!,824 Stang Place,30.47745,-84.226927,REGULAR,587c576a-005c-4207-ac6e-1499adde3984,21-10-2021 13:24,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,110,3632,ANNUAL,60906229fc13ae0a6b0001fd,Beier PLC,Stitches Cub,stitches@beier.com,Dwight Schrute,87,East Floy,MT,32308,West,8,09-11-2021 11:58,4,8,Negative
Multipurpose,144240,,The sales person helped us figure out exactly what we needed. Great service!,4527 Gerald Point,40.233411,-79.950296,EXPRESS,8648849e-8ed5-44e5-9872-d70e15bc17b0,07-12-2021 22:08,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,80,189,BIWEEK,60906229fc13ae0a6b0000a9,Braun-McDermott,Cheri Cub,cheri@braun-mcdermott.com,Ryan Howard,78,West Belle,HI,15020,West,5,29-12-2021 12:17,4,2,Negative
Copy,287800,,The sales person helped us figure out exactly what we needed. Great service!,136 6th Lane,38.972676,-94.874826,EXPRESS,92dd74e0-6ccb-4083-a06f-198316bef3e3,05-03-2021 07:03,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,200,345,MONTH,60906229fc13ae0a6b0000d0,"Kuvalis, Rohan and Hammes",Rowan Tiger,rowan@kuvalis.com,Kelly Kapoor,110,Vedaton,NJ,66259,Northeast,0,20-03-2021 21:27,4,12,Negative
Multipurpose,460018,,The sales person helped us figure out exactly what we needed. Great service!,5 Chive Road,18.190607,-66.832041,EXPRESS,b4fe61a6-55ab-4dbe-8ccc-7fc1b9e44673,04-06-2021 06:09,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,200,3897,ANNUAL,60906229fc13ae0a6b000126,"Lind, Schroeder and Grimes",Rowan Tiger,rowan@lind.com,Kevin Malone,34,Lake Tierrahaven,NY,636,Northeast,0,18-06-2021 17:40,4,8,Negative
Kraft Roll,4199.3,,The sales person helped us figure out exactly what we needed. Great service!,0916 Armistice Park,39.313089,-120.207783,EXPRESS,e139e833-7e73-4aef-90ab-25407b378841,30-11-2021 15:36,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,6,100,70,559,WEEK,60906229fc13ae0a6b0001ba,"Boehm, Fay and Greenholt",Sherb Goat,sherb@boehm.com,Angela Martin,106,North Kamillemouth,HI,96362,West,7,22-12-2021 16:19,4,1,Negative
Multipurpose,234390,,The salesperson was kind of creepy,3 Cardinal Place,43.67591,-123.852596,EXPRESS,17ab0322-cf18-4247-bb14-0cb40428ac43,05-01-2021 03:59,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,130,793,WEEK,60906229fc13ae0a6b0003d8,"Frami, Nitzsche and Koss",Soleil Hamster,soleil@frami.com,Dwight Schrute,10,North Donald,WV,97473,South,4,18-01-2021 08:19,1,6,Negative
Kraft Roll,3560,,The salesperson was kind of creepy,59 Randy Center,35.3252,-106.705446,REGULAR,844ef7a7-4054-41c6-981d-fab44312bcd9,10-08-2021 00:39,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,0.71,,100,748,WEEK,60906229fc13ae0a6b000266,"Schroeder, Hammes and Romaguera",Al Gorilla,al@schroeder.com,Dwight Schrute,17,New Uniquefurt,ME,87211,Northeast,2,01-09-2021 13:22,1,14,Negative
Multipurpose,161006.3,,"The selections aren't big, but they have just what you need.",55 Farwell Point,33.755796,-90.988708,REGULAR,0650a0bd-5589-4542-bdf8-bd42d9a31835,18-12-2021 16:35,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,70,1019,ANNUAL,60906229fc13ae0a6b000321,"Schmeler, Hackett and Kozey",Sydney Koala,sydney@schmeler.com,Oscar Martinez,92,Rauborough,NV,38729,West,7,01-01-2022 00:45,4,10,Positive
Multipurpose,14074.2,,"The selections aren't big, but they have just what you need.",28775 Sundown Place,40.892581,-81.332063,EXPRESS,09916cd5-aee2-4c2e-993c-413846635467,14-08-2021 12:46,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,180,819,BIWEEK,60906229fc13ae0a6b000034,"Cormier, Waelchi and Pacocha",Eugene Koala,eugene@cormier.com,Angela Martin,26,Gaylordtown,OR,44729,West,5,07-09-2021 10:37,4,8,Positive
Multipurpose,207008.1,,"The selections aren't big, but they have just what you need.",6187 Bluestem Parkway,39.171293,-75.587529,REGULAR,1866fd82-aba8-4ab1-9c58-c85aaf6be1cd,03-12-2021 16:40,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,90,2666,ANNUAL,60906229fc13ae0a6b00035b,Kshlerin Inc,Sandy Ostrich,sandy@kshlerin.com,Kevin Malone,73,Port Bradleyburgh,PA,19904,Northeast,3,29-12-2021 07:04,4,10,Positive
Kraft Roll,1799.7,,"The selections aren't big, but they have just what you need.",37709 Clove Place,45.408427,-122.612867,REGULAR,57256c81-1a64-4211-89f4-6e8fa9feefcf,13-07-2021 23:42,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,15,,30,659,ANNUAL,60906229fc13ae0a6b0002ca,Bins and Sons,Barold Cub,barold@bins.com,Stanley Hudson,37,Dennisshire,MN,97291,Midwest,5,01-08-2021 15:33,4,7,Positive
Cardstock,13751.2,,"The selections aren't big, but they have just what you need.",98 Sloan Drive,31.769052,-88.282862,REGULAR,6d374f74-f4ab-4ef2-ab4c-7d0b443c20c2,20-09-2021 20:56,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,34.38,,80,3891,ANNUAL,60906229fc13ae0a6b00000d,"Toy, Wiegand and Pagac",Tybalt Tiger,tybalt@toy.com,Meredith Palmer,90,Lake Lilyside,NY,36920,Northeast,1,03-10-2021 14:56,4,7,Positive
Multipurpose,13078.8,,"The selections aren't big, but they have just what you need.",2 Valley Edge Junction,46.147763,-116.412071,EXPRESS,6f0b5e92-84ae-42b4-b228-a355387e755f,01-12-2021 09:58,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,100,120,282,BIWEEK,60906229fc13ae0a6b000226,"Schamberger, Ankunding and Hessel",Hamlet Hamster,hamlet@schamberger.com,Dwight Schrute,47,West Sydnieside,MT,83526,West,6,14-12-2021 03:01,4,15,Positive
Multipurpose,7037.1,,"The selections aren't big, but they have just what you need.",2409 Graceland Hill,25.904093,-81.675851,REGULAR,81b910d5-0ff0-46f4-ac2a-288bf5fd393a,24-03-2021 14:17,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,90,546,WEEK,60906229fc13ae0a6b000227,Hessel Ltd,Mac Dog,mac@hessel.com,Dwight Schrute,58,Port Charley,NY,34197,Northeast,2,16-04-2021 10:27,4,10,Positive
Multipurpose,276010.8,,"The selections aren't big, but they have just what you need.",06128 Hansons Point,35.741251,-82.515578,REGULAR,a015bb14-d268-4625-8ea1-972463d97c1b,02-02-2021 02:14,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,,120,4986,ANNUAL,60906229fc13ae0a6b000073,Monahan Group,Colton Horse,colton@monahan.com,Angela Martin,24,West Billtown,NY,28788,Northeast,2,03-03-2021 15:26,4,1,Positive
Multipurpose,253009.9,,"The selections aren't big, but they have just what you need.",46 Del Mar Circle,42.66816,-72.055644,EXPRESS,b7a662eb-02d9-42fa-afb3-82672d42587a,17-09-2021 23:55,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,110,3903,ANNUAL,60906229fc13ae0a6b0002f6,"DuBuque, Oberbrunner and Braun",Peanut Squirrel,peanut@dubuque.com,Michael Scott,27,Bryanamouth,PA,1485,Northeast,0,03-10-2021 04:57,4,13,Positive
Cardstock,10313.4,,"The selections aren't big, but they have just what you need.",2 Corry Pass,40.500795,-74.427911,REGULAR,d280a0c3-c186-4f72-8f7a-1cdd72f91c3f,22-10-2021 13:02,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,29.22,,60,3284,ANNUAL,60906229fc13ae0a6b00027a,Gutmann-Blanda,Hopper Penguin,hopper@gutmann-blanda.com,Pam Beesly,58,Port Luzbury,ME,8970,Northeast,2,08-11-2021 08:43,4,6,Positive
Kraft Roll,6598.9,,"The selections aren't big, but they have just what you need.",3748 Sage Lane,47.454496,-95.616723,REGULAR,db4081a5-541a-4667-b4aa-b1610731a906,12-08-2021 01:31,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,3,,110,548,BIWEEK,60906229fc13ae0a6b0002cf,Barrows-Kshlerin,Billy Goat,billy@barrows-kshlerin.com,Kevin Malone,77,Meghanhaven,LA,56651,South,5,08-09-2021 14:00,4,12,Positive
Multipurpose,437017.1,,The shipping options are ridiculous,151 Browning Pass,42.671576,-78.339931,EXPRESS,2d995d88-aaa4-42b4-8077-2cb83c60232c,05-03-2021 03:12,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,190,3487,ANNUAL,60906229fc13ae0a6b0000ec,Boyer Ltd,Cole Rabbit,cole@boyer.com,Dwight Schrute,65,Hegmannmouth,NV,14116,West,6,24-03-2021 17:22,2,14,Negative
Multipurpose,7258.9,,The shipping options are ridiculous,89 Barby Junction,42.938707,-84.03005,EXPRESS,fa9f8f6d-a157-4096-861f-37bbbd079309,02-05-2021 09:17,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,15.84,100,110,309,BIWEEK,60906229fc13ae0a6b000273,Dickens-Zulauf,Diana Deer,diana@dickens-zulauf.com,Dwight Schrute,50,New Aiyanaberg,ME,48494,Northeast,0,22-05-2021 03:02,2,9,Negative
Kraft Roll,2399.6,,They don't carrry very many options,0251 Hoard Junction,41.123331,-83.173911,EXPRESS,29c2f3e1-d52c-421f-a5b2-cd35e5ae1c3c,05-04-2021 08:10,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,14.4,100,40,285,WEEK,60906229fc13ae0a6b0001b5,Skiles-Wyman,Agent S Squirrel,agent s@skiles-wyman.com,Dwight Schrute,72,Gibsonside,MT,44883,West,6,17-04-2021 13:41,2,4,Negative
Printer,2506.1,,They don't carrry very many options,1083 Amoth Court,38.295719,-104.533434,REGULAR,6940f106-894c-46a0-974f-5e4a0c8d9c10,20-09-2021 20:59,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,,190,891,BIWEEK,60906229fc13ae0a6b000023,Botsford-Dickinson,Chief Wolf,chief@botsford-dickinson.com,Dwight Schrute,142,Rathport,UT,81002,West,8,16-10-2021 01:04,2,8,Negative
Multipurpose,180300,,They don't carrry very many options,18691 Fuller Way,41.068901,-96.839466,EXPRESS,8911fca4-0fe3-4117-918e-56cf66eb0dbe,10-11-2021 13:39,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,100,542,WEEK,60906229fc13ae0a6b000107,Boyle and Sons,Cookie Dog,cookie@boyle.com,Dwight Schrute,58,Lake Lorine,ME,68065,Northeast,1,21-11-2021 11:29,2,11,Negative
Multipurpose,12510.4,,They don't carrry very many options,539 Messerschmidt Lane,37.32734,-82.981932,EXPRESS,9dbd1b3a-1558-4bbd-9f7c-4d54a3a70f1e,06-07-2021 12:32,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,160,632,BIWEEK,60906229fc13ae0a6b00016d,McClure and Sons,Rocco Hippo,rocco@mcclure.com,Dwight Schrute,129,North Yolanda,KY,41823,South,4,21-07-2021 00:32,2,9,Negative
Copy,287800,,They don't carrry very many options,3466 Melvin Court,41.458657,-72.804516,EXPRESS,b06eaa16-2f0c-42fb-aab7-7e67ccbabcaf,12-11-2021 00:08,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,100,200,330,MONTH,60906229fc13ae0a6b000373,O'Hara-Labadie,Willow Sheep,willow@ohara-labadie.com,Dwight Schrute,102,Lake Mortimermouth,AL,6496,South,5,07-12-2021 02:18,2,7,Negative
Multipurpose,3909.5,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",17 Southridge Park,43.226377,-75.408248,EXPRESS,039a86fd-414a-42b9-9fec-6ee7999f51c8,25-08-2021 16:52,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,100,50,503,ANNUAL,60906229fc13ae0a6b0003e5,"Robel, Dooley and Prosacco",Ruby Rabbit,ruby@robel.com,Oscar Martinez,18,Port Pauline,HI,13445,West,6,11-09-2021 21:25,3,11,Neutral
Copy,187070,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",85 Schurz Court,43.143932,-72.446437,REGULAR,0416e1b5-d9bf-4455-bb94-39fddd4bce7d,29-03-2021 16:11,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,,130,598,BIWEEK,60906229fc13ae0a6b000330,Larkin LLC,Jay Bird,jay@larkin.com,Angela Martin,68,North Modestoside,MI,3646,Midwest,4,29-04-2021 05:37,3,6,Neutral
Cardstock,258.3,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",8143 Lakewood Gardens Junction,32.857153,-100.124111,EXPRESS,0910f72f-187a-491a-9527-23ee58939ea4,13-06-2021 12:21,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,100,70,673,WEEK,60906229fc13ae0a6b00025f,Kassulke-Brakus,Kid Cat Cat,kid cat@kassulke-brakus.com,Kelly Kapoor,43,Volkmanhaven,PA,79520,Northeast,1,01-07-2021 13:33,3,4,Neutral
Multipurpose,9238.6,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",3581 Johnson Terrace,40.310798,-76.034772,EXPRESS,1674b530-acef-451a-a75c-27db18bc4bbe,10-09-2021 08:01,COMPLETED,,3R02047,"Xerox Vitality Multipurpose Paper, 8.5"" x 11"", 20 lbs., White, 500 Sheets/Ream, 10 Reams/Carton",65.99,11.88,100,140,66,MONTH,60906229fc13ae0a6b00016c,"Hammes, Sawayn and Senger",Buzz Eagle,buzz@hammes.com,Creed Patton,144,Abshireview,NY,19608,Northeast,0,05-10-2021 12:06,3,14,Neutral
Cardstock,516.6,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",77283 Welch Hill,39.014901,-84.602186,REGULAR,17f37d56-3ba0-4913-8dbe-03b2927ad881,20-01-2021 04:44,COMPLETED,,91335,"Neenah Paper Creative Collection Basic 8.5"" x 11"" Cardstock Paper, 65 lbs., 50 Sheets/Pack",3.69,,,140,377,BIWEEK,60906229fc13ae0a6b000318,"Schimmel, Bailey and Wiegand",Wart Jr. Frog,wart jr.@schimmel.com,Kevin Malone,52,Jennyferbury,HI,41029,West,8,08-02-2021 17:56,3,6,Neutral
Kraft Roll,2848,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",437 Lien Drive,40.738391,-122.821086,EXPRESS,1c550045-4795-4edc-8635-ad7b1640bd7b,07-09-2021 21:10,COMPLETED,,C2130240ST,"Delta Paper Kraft Paper Roll, Brown, 30 lbs., 24"" x 1200', 1 Roll",35.6,0.36,100,80,336,BIWEEK,60906229fc13ae0a6b00021d,Will Group,Boomer Penguin,boomer@will.com,Creed Patton,91,Lake Sabrinaton,IN,96053,Midwest,2,19-09-2021 07:30,3,4,Neutral
Multipurpose,184007.2,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",96587 Sunnyside Place,43.499624,-88.434562,EXPRESS,1ec54dfb-329c-4023-9b92-bcf019bd980e,29-05-2021 04:38,COMPLETED,,2700-LQO,"EarthChoice Multipurpose Paper, 20 lbs., 92 Brightness, 40 Cases/Pallet",2300.09,,100,80,1733,ANNUAL,60906229fc13ae0a6b000255,Kling-Morissette,Murphy Cub,murphy@kling-morissette.com,Dwight Schrute,125,North Jerrod,GA,53091,South,5,24-06-2021 14:28,3,13,Neutral
Multipurpose,252420,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",91672 Amoth Circle,43.141264,-75.154707,EXPRESS,2e3a5f7e-21ee-4eee-9cda-f8d175bd45b8,01-12-2021 16:29,COMPLETED,,TR56962-LQO,"TRU RED,¢ Multipurpose Paper, 20 lbs., 96 Bright, 500 /Ream, 10 Reams/Carton, 40 Cartons/Pallet",1803,,100,140,555,BIWEEK,60906229fc13ae0a6b00022c,"Stamm, Stehr and Shields",Goldie Dog,goldie@stamm.com,Angela Martin,74,Lake Freddie,UT,13559,West,6,15-12-2021 19:50,3,9,Neutral
Printer,1993.5,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",187 Hazelcrest Circle,40.500795,-74.427911,REGULAR,3ab4a466-08ae-430c-a72f-cabd95d0ff7c,29-05-2021 01:05,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,,150,321,BIWEEK,60906229fc13ae0a6b000247,Schultz and Sons,Phoebe Ostrich,phoebe@schultz.com,Dwight Schrute,137,New Yolanda,NY,9595,Northeast,2,09-06-2021 12:36,3,2,Neutral
Multipurpose,21798,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",85812 Sommers Junction,,,EXPRESS,3be9a3d8-a069-48cd-bf6e-68aeb647f9ad,19-11-2021 05:01,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,100,200,694,BIWEEK,60906229fc13ae0a6b000356,Mitchell LLC,Teddy Bear,teddy@mitchell.com,Ryan Howard,57,East Larissaburgh,HI,151,West,6,06-12-2021 18:28,3,2,Neutral
Multipurpose,12510.4,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",99 Grayhawk Lane,33.605086,-117.892319,REGULAR,5e0f2346-4a71-4ee5-8299-0ad0db492fb5,13-11-2021 02:57,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,160,308,MONTH,60906229fc13ae0a6b00026b,Bogisich and Sons,Gonzo Koala,gonzo@bogisich.com,Dwight Schrute,54,Natbury,OK,92662,South,5,23-11-2021 18:19,3,1,Neutral
Multipurpose,22887.9,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",6 Merchant Trail,38.839337,-85.722862,REGULAR,69ab0d77-3651-4cf9-86b5-d6d2765dc184,07-01-2021 22:56,COMPLETED,,NMP1124,"Navigator Premium Multipurpose Paper, 24 lbs., 99 Brightness, 500/Ream, 10 Reams/Carton",108.99,,,210,442,BIWEEK,60906229fc13ae0a6b000038,Jakubowski-Hahn,Butch Dog,butch@jakubowski-hahn.com,Kevin Malone,56,West Caesarport,NY,47270,Northeast,3,22-01-2021 15:15,3,5,Neutral
Cardstock,6875.6,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",4469 Village Parkway,40.500795,-74.427911,EXPRESS,7cc2323a-8d9a-43f2-835f-14317a492771,30-12-2021 23:59,COMPLETED,,3R11458,"Xerox Bold 8.5"" x 11"" Cardstock Paper, 80 lbs, 94 Brightness, 250/Ream, 8 Reams/Carton",171.89,37.82,100,40,4764,ANNUAL,60906229fc13ae0a6b00010b,Wintheiser-Bartoletti,Rodney Hamster,rodney@wintheiser-bartoletti.com,Pam Beesly,100,Torpburgh,TX,9911,South,4,21-01-2022 08:09,3,10,Neutral
Copy,230240,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",82458 Blue Bill Park Park,35.123648,-89.93139,REGULAR,a7bb7120-ac46-44f2-b6c2-621fed4a7fb0,17-03-2021 09:05,COMPLETED,,324791-LQO,"Copy Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 40 Cases/Pallet",1439,,,160,144,MONTH,60906229fc13ae0a6b000253,Heathcote LLC,Iggly Penguin,iggly@heathcote.com,Stanley Hudson,111,Lake Juliaborough,NY,38170,Northeast,3,16-04-2021 22:17,3,12,Neutral
Kraft Roll,2999.5,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",0 Alpine Way,29.587283,-96.824373,EXPRESS,ac399851-a83a-4e4d-8a36-14f80123f802,05-08-2021 05:08,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,7.8,100,50,294,WEEK,60906229fc13ae0a6b0001b3,"Funk, Pollich and Satterfield",Ken Chicken,ken@funk.com,Ryan Howard,32,East Jorgeville,MI,78952,Midwest,2,22-08-2021 07:32,3,3,Neutral
Printer,659.5,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",7 Bunting Circle,41.452403,-85.015268,EXPRESS,b1d31644-35c0-40aa-a5f3-44f7edfe22ba,20-12-2021 05:47,COMPLETED,,20270,"Astrobrights Color Paper, 24 lb./89 gsm, Neon 5-Color Assortment, 500 Sheets/Pack",13.19,,100,50,572,ANNUAL,60906229fc13ae0a6b000004,"Legros, Toy and Lang",Roscoe Horse,roscoe@legros.com,Dwight Schrute,62,New Kylerview,MS,46793,South,4,19-01-2022 06:01,3,1,Neutral
Kraft Roll,9598.4,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",651 Muir Parkway,42.97375,-73.07524,REGULAR,b28fd236-85c8-401d-9703-f38823d6b110,06-08-2021 22:07,COMPLETED,,310-36-40,"Delta Paper Butcher Paper Roll, White, 40 lbs., 36"" x 1000', 1 Roll",59.99,7.8,,160,841,WEEK,60906229fc13ae0a6b0002a2,Brakus-Batz,Static Squirrel,static@brakus-batz.com,Angela Martin,35,Charleyfort,CA,5292,West,7,02-09-2021 15:24,3,7,Neutral
Multipurpose,12510.4,,"They get the job well, but not particularly well or in any special way. Solid, dependable.",70658 Vernon Crossing,33.682859,-90.790778,REGULAR,be406b30-c1ba-4ed7-83a6-2962b9f7ef2d,25-01-2021 22:01,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,160,681,BIWEEK,60906229fc13ae0a6b00000b,Sawayn-Doyle,Tutu Bear,tutu@sawayn-doyle.com,Kelly Kapoor,115,North Cheyanne,MI,38730,Midwest,3,18-02-2021 13:37,3,4,Neutral
Multipurpose,9382.8,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",854 Bayside Road,34.479453,-120.084094,REGULAR,06c8f2a1-e3ed-4e97-ad34-89cbc543f09a,14-01-2021 08:16,COMPLETED,,OX9001,"Boise X-9 Multipurpose Paper, 20 lbs., 92 Brightness, 500 Sheets/Ream, 10 Reams/Carton",78.19,,,120,442,BIWEEK,60906229fc13ae0a6b0002ff,Von Ltd,Raymond Cat,raymond@von.com,Angela Martin,55,Port Anselbury,VT,93182,Northeast,2,05-02-2021 19:32,3,9,Negative
Printer,2392.2,,"They stopped providing bundles and special deals and hiked their prices. I understand they need to survive, but with the competition nowadays (Staples, Amazon, Prince Paper) this is likely only going to hurt them",4 Mallory Circle,42.453088,-97.475351,EXPRESS,09013c45-65c6-4455-aac9-dd0ad889b4da,05-03-2021 03:38,COMPLETED,,191259,"JAM Paper Strathmore 24lb Paper, 8.5 x 11, Ivory Wove, 100 Sheets/Pack",13.29,,100,180,722,BIWEEK,60906229fc13ae0a6b0003cc,Klein-Haag,Cranston Ostrich,cranston@klein-haag.com,Dwight Schrute,95,New Cristian,MT,68749,West,7,01-04-2021 04:36,3,9,Negative
